price,areaM2,lat,lng,nrOfRooms,floorNr,nrOfFloors,yearBuilt
319000,37.7,52.17401719999999,21.006404799999927,2,7,10,1969
420000,55,52.232797,21.023515999999972,2,3,6,1960
287000,39,52.1744165,21.007805299999973,2,0,10,1980
360000,44,52.156771,21.072973899999965,2,1,4,2013
398000,47,52.2254394,21.03680540000005,3,2,10,1967
555000,61.2,52.2001003,21.008895100000018,3,3,3,1950
347000,52,52.1744949,21.004079100000013,3,7,7,1969
274000,38,52.241515,21.124317700000006,2,1,7,1970
460000,54,52.2302066,21.011194499999988,3,3,5,
348000,48,52.1985375,21.016347999999994,2,0,3,1956
490000,53.49,52.2425544,20.998629100000016,2,2,3,1958
450000,48,52.2515357,20.994177000000036,2,1,4,1956
320000,38,52.2182288,21.04348440000001,2,1,4,1973
340000,38.5,52.2133961,20.978073600000016,2,2,6,1960
580000,70,52.2336971,20.994097900000043,2,2,4,1938
410000,66,52.2395195,20.97657789999994,2,3,3,1938
320000,48,52.2344886,21.109835799999928,3,7,10,1978
340000,40,52.209791,21.068365599999993,2,1,4,2001
340000,42.4,52.1547321,21.04619260000004,2,0,3,
265000,48,52.2500613,21.0775572,2,0,0,
225000,27,52.19974490000001,21.036490400000048,2,3,10,1980
196000,28,52.1700017,21.002505799999994,2,3,10,1982
240000,34,52.243538,21.09428730000002,2,2,7,1963
360000,46,52.2004895,21.03284110000004,2,4,4,1958
185000,24,52.24007710000001,20.94573630000002,1,8,9,1970
359000,57.2,52.2027206,21.050034600000004,3,10,10,1972
321000,46,52.2405021,20.979046299999936,3,2,12,1965
350000,39.5,52.1951183,21.01543689999994,2,0,3,1953
249000,32.16,52.23691549999999,20.976134000000002,2,2,3,1950
369000,46,52.1685706,21.02653380000004,2,2,10,1976
230000,25,52.2394165,20.99324999999999,1,4,5,1957
355000,37.7,52.2318352,21.038021500000013,2,0,4,1965
232000,26.27,52.1943687,21.024986200000058,1,0,3,1950
275300,37,52.19050259999999,21.008708299999967,2,0,3,
860000,71.23,52.2460556,21.0128737,3,2,3,1888
325000,47.4,52.2007185,21.035355900000013,2,2,3,1963
290000,30.5,52.1901322,21.018427100000054,1,1,4,1950
340000,38,52.2108848,21.011827799999992,2,6,15,1970
245000,28.5,52.2108848,21.011827799999992,1,0,15,1967
290000,53,52.171568,21.002885200000037,3,2,4,1972
218000,28,52.2439658,21.099514,1,0,3,1950
230000,26.5,52.2480183,20.982410399999935,1,2,9,1963
360000,38,52.2522635,20.991310500000054,2,1,10,1968
330000,42,52.1812608,21.01331559999994,2,5,10,1972
240000,32,52.23667589999999,20.978146400000014,2,2,4,1950
252000,28,52.2059268,21.02116669999998,1,1,10,1978
357000,50,52.1959902,21.013328,2,1,4,1956
399000,47.6,52.1562858,21.048582200000055,2,3,8,1983
265000,29.8,52.23506279999999,21.060110399999985,1,3,4,1956
255000,28.5,52.2108848,21.011827799999992,1,3,17,1970
327000,38,52.1914105,21.01250559999994,2,1,4,1968
420000,54.32,52.1685041,21.08118330000002,2,1,3,2008
375500,44.1,52.2482951,20.98222540000006,3,4,4,1956
345000,38.5,52.2368953,20.99017379999998,2,1,15,1970
350000,30,52.1984547,21.018706800000018,1,1,3,1950
270000,24.28,52.1898054,21.00695500000006,1,3,3,1960
230000,37.18,52.17182200000001,21.002100700000028,1,2,2,1950
500000,38.16,52.2454453,20.978012300000046,1,8,15,2008
550000,51,52.1276759,21.06723390000002,2,2,4,2004
337000,35,52.2362583,21.033828399999948,2,2,8,1968
580000,71.75,52.1984471,21.046320700000024,3,3,7,2007
517700,59,52.2041391,21.03904680000005,3,1,3,1954
399000,54,52.239357,21.063206300000047,3,3,10,1980
299000,35,52.202379,21.04478640000002,2,1,3,1938
315000,38,52.176444,21.007320299999947,2,4,4,1969
420000,60,52.2591451,21.033884400000034,2,4,4,1950
206000,32,52.2399871,21.106052599999998,1,3,3,1950
233000,29,52.244650716087484,20.951951143797487,1,2,2,1936
430000,64,52.2033061,21.034562199999982,4,10,10,1968
355000,49.8,52.2106941,21.06051500000001,2,2,4,2001
350000,47,52.21034479999999,21.060468000000014,2,3,4,2001
467000,49.2,52.2322728,20.987781199999972,2,10,29,2004
315000,40.25,52.1835608,21.077013299999976,2,3,3,2000
555000,64,52.1954594,21.013486300000068,3,3,5,1950
320000,46.22,52.2265577,20.989555800000062,2,11,11,1972
485000,76,52.2398846,20.92676000000006,3,2,5,2010
380000,43.7,52.1770168,21.017434200000025,2,14,15,1980
1350000,80,52.23512789999999,21.016015599999946,4,2,3,1953
400000,53,52.24590269999999,20.95604609999998,2,1,3,1955
360000,56,52.2302881,20.95942059999993,2,2,4,1936
370000,39,52.2257405,21.042048799999975,2,8,15,1980
367000,55.7,52.273796,20.963720599999988,2,2,4,1968
280000,37,52.1948069,21.0089696,1,1,3,1958
360000,36,52.2375987,21.02645110000003,2,5,8,1970
349000,47,52.1396339,21.05075320000003,2,4,4,1983
338000,46,52.245605,20.982130600000005,2,4,4,1967
390000,53,52.1377404,21.05751710000004,2,3,3,1980
365000,44,52.2435698,20.99906009999995,2,2,3,1950
308000,37,52.2313702,21.0673587,2,4,8,1964
370000,47,52.2178122,21.043970599999966,3,3,4,1972
430000,53.96,52.13219849999999,21.073791099999994,2,3,10,1996
270000,36,52.2495436,21.026829200000066,2,6,11,1970
397700,66.4,52.2249219,21.099495299999944,3,0,8,1983
330000,39.55,52.2341266,20.996219300000007,2,6,15,1970
345000,47,52.14915149999999,21.052563899999996,2,3,10,1982
367000,56,52.2302881,20.95942059999993,2,2,4,1936
299000,51,52.2458385,21.08743430000004,2,10,19,1979
339000,43,52.1810567,21.04649040000004,2,2,4,1976
190000,30,52.28559241729168,21.034526824951172,1,0,10,
260000,40.4,52.3302181,20.938510800000017,2,0,3,1997
495000,66,52.1474699,21.052031700000043,3,5,11,1982
460000,61,52.1586941,21.037870699999985,3,3,4,1982
286200,31,52.2060633,21.019743999999946,1,3,6,1968
350000,51.5,52.1766806,21.02141819999997,2,1,5,1950
725000,138,52.2354519,20.99007030000007,4,6,8,1995
259000,32,52.1741888,21.005769999999984,2,5,7,
380000,43,52.2336861,21.025222600000006,2,1,16,1976
309000,37,52.1762132,21.006567899999936,2,2,10,1978
350000,43.44,52.20354769999999,21.035748099999978,2,2,3,1965
315000,42.4,52.1628015,21.025302399999987,2,0,4,1980
435000,46,52.1759395,21.012391999999977,2,4,7,2012
295000,40,52.2364693,21.08079029999999,2,1,4,1960
465000,77,52.2573051,21.04692030000001,4,9,11,1984
255000,30,52.1969882,21.013536599999952,1,1,5,1959
369000,43,52.1549153,21.024081300000034,2,2,3,1978
295000,31,52.1547254,21.04604119999999,1,5,6,1985
199000,30.25,52.24506909999999,21.107834499999967,1,1,4,2004
370000,47,52.2280366,21.066389500000014,3,6,10,1978
755000,100,52.1635044,21.07437159999995,3,2,3,2008
870000,91,52.1583155,21.080830200000037,3,4,4,2007
740000,82,52.1588793,21.07887500000004,3,3,4,2006
360000,51,52.2568442,20.926840399999946,2,10,10,1986
365000,42,52.2435863,20.924338900000066,2,3,6,2010
299000,42.1,52.2385016,20.977920700000027,2,3,5,1951
350000,46.58,52.1708745,21.06089989999998,2,2,3,1980
334999,47,52.2106258,21.06103239999993,2,4,4,2002
309000,37,52.1984547,21.018706800000018,1,3,3,1965
270000,37,52.2495436,21.026829200000066,2,7,11,1970
199000,30.25,52.24506909999999,21.107834499999967,1,1,4,2004
239000,25,52.1928626,21.006652199999962,1,1,3,1956
247000,37.14,52.2387727,20.93878570000004,2,9,10,1973
310000,34.28,52.2499252,20.99665779999998,1,2,4,1957
305000,28,52.2356604,21.005271300000004,1,3,15,1968
449000,64,52.1409776,21.065924699999982,3,1,3,1982
290000,31,52.1290233,21.07819870000003,1,0,5,2004
350000,43,52.2583091,20.93270510000002,2,4,5,2003
520000,61,52.1391296,21.05870219999997,2,9,15,2001
255000,37,52.1706826,21.003107499999942,2,2,3,1965
325000,44.1,52.18238909999999,21.01512230000003,2,6,15,1970
330000,37,52.2599094,20.99595929999998,2,3,10,1967
299000,41.6,52.2021223,21.03414859999998,2,2,10,
315000,50.3,52.235283,20.912172800000008,2,8,8,1979
400000,57.89,52.241946,21.087205100000006,2,3,4,2002
360000,51,52.16947889999999,21.006335499999977,2,5,7,1991
580000,70,52.132662,21.06508020000001,3,2,6,2011
299000,37.8,52.1896065,21.015905100000055,2,9,10,1969
372000,67,52.157211,21.04098190000002,3,4,4,1980
208000,29,52.2609767,21.03111690000003,1,5,6,1953
239000,41,52.2858055,21.029671000000008,2,6,10,1975
234000,38,52.3364901,20.941094399999997,1,3,7,2003
275000,45,52.3460408,20.939412400000037,2,3,7,2003
305000,36.3,52.1924011,21.026271500000007,2,5,12,1969
295000,28.5,52.232117,21.086249400000042,2,3,5,2012
595000,84.6,52.14134809999999,21.054065400000013,4,2,3,1982
335000,29,52.2299285,21.035988299999985,2,1,3,1933
998000,81.3,52.2073165,21.002484900000013,3,0,5,2008
530000,34,52.2451904,21.013677400000006,2,3,4,
800000,85,52.2452689,21.013639399999988,3,3,4,1946
349000,47,52.2676107,20.977744400000006,2,3,3,1949
415000,63,52.1574232,21.05101590000004,3,4,4,1980
1740000,99,52.2522957,21.002999700000032,3,2,4,2009
450000,64,52.1379777,21.053529499999968,3,2,3,1983
760000,102,52.2111929,21.046680299999935,3,4,5,2002
699000,76.67,52.1984471,21.046320700000024,3,5,7,2007
515000,50,52.2248341,21.066769300000033,2,3,13,2012
325000,45.54,52.241946,21.087205100000006,2,2,4,2002
388000,53,52.2216955,20.935748200000035,3,8,9,2013
465000,63,52.15345199999999,21.027269199999978,3,3,7,1979
390000,50,52.2025118,21.042841599999974,2,2,3,1955
240000,34,52.2387778,20.978944599999977,2,6,11,1968
293000,57,52.3192539,21.07415949999995,3,2,3,2013
632000,68,52.2225477,21.06899939999994,3,5,5,2001
350000,33,52.25272529999999,21.009316099999978,1,1,2,1950
340000,37.5,52.2460802,20.99692909999999,2,0,4,1960
343000,47,52.1989868,20.973412999999937,2,5,10,1972
229000,29,52.1910287,20.98971370000004,1,10,11,1968
350000,46,52.2171914,21.044770299999982,3,2,4,1976
558000,77.59,52.17474559999999,21.042035700000042,3,8,8,1990
292000,38,52.202076,21.03724060000002,1,3,4,1950
1300000,178,52.1752313,21.0293729,5,0,4,1994
399000,52,52.2005898,21.009318699999994,3,0,2,1949
278000,27,52.2094882,21.020082900000034,1,2,4,1933
255000,30,52.2063219,21.04084480000006,1,1,7,1970
285000,37.5,52.1898668,21.011215499999935,2,1,3,1950
370000,48,52.2378581,21.09958729999994,2,2,3,2003
265000,31,52.1478188,21.050281900000073,1,7,9,1981
260000,37.5,52.194157,21.034695499999998,2,5,10,1968
285000,37,52.2301507,21.062549499999932,2,2,3,1965
248000,31,52.15388540000001,21.04841669999996,1,10,11,1982
355000,53,52.1834269,21.050577699999963,3,1,4,1973
730000,62,52.1876553,21.017726100000004,2,4,4,1938
415000,49.75,52.22953589999999,21.016128999999978,2,2,4,1960
215000,28,52.230002,20.992694700000015,2,8,11,1966
379000,54,52.1606065,21.07752370000003,2,3,4,2008
457000,57.2,52.1697215,21.02924489999998,3,5,12,
325000,40,52.2219159,20.984521500000028,2,0,4,1923
455000,61.63,52.14547659999999,21.06136200000003,3,11,12,1981
520000,60,52.1978886,21.00521219999996,3,0,3,1950
285000,41.4,52.21034479999999,21.060468000000014,1,3,4,2001
310000,48,52.1938597,20.965877699999965,3,4,4,1965
469000,56,52.218765,20.979703900000004,2,1,3,1955
454000,53,52.1533299,21.03675999999996,2,3,4,1998
480000,67,52.1917147,20.912959799999953,3,2,8,2002
275000,37,52.2597805,20.9973655,2,1,10,1979
265350,31,52.2039799,21.02150819999997,2,1,3,1932
378000,39,52.2495426,20.984053500000073,2,3,3,1950
389000,50,52.2529552,20.997201200000063,2,5,7,1950
325000,45,52.17581509999999,21.003835200000026,2,4,7,1964
595000,83,52.1693541,21.075612099999944,4,2,2,1980
365000,47,52.21717049999999,21.017634799999996,2,8,11,1970
235000,21.19,52.254756,21.00596810000002,1,3,3,1950
265000,34,52.2402762,21.092372599999976,2,4,4,1970
339000,42,52.2513573,21.000223600000027,2,5,9,1960
355000,48,52.1455935,21.042249999999967,2,6,12,1985
300000,45,52.24117409999999,20.98981900000001,2,1,3,1950
330000,47.7,52.14768919999999,21.039884400000005,2,7,8,1980
312000,39.6,52.2540783,20.986665500000072,1,1,11,1977
530000,54,52.2249865,21.012097700000027,3,0,5,1906
590000,66,52.2188381,20.99338130000001,2,1,4,1928
695000,60,52.2267461,21.022257200000013,2,2,4,1902
470000,68.8,52.156375,21.026038299999982,3,7,10,1980
385000,53,52.1600549,21.026035800000045,3,4,4,1980
528000,69,52.1309063,21.05712189999997,3,3,7,1998
435000,62,52.16176549999999,21.03025589999993,3,7,7,1980
439000,63,52.14002139999999,21.066806300000053,3,2,3,1985
255000,36,52.19286899999999,21.007504400000016,2,7,10,1948
480000,54,52.1459972,21.064500899999985,2,2,3,2001
339000,38.4,52.2529271,21.005438899999945,2,3,3,
400000,63,52.165491,21.028650500000026,3,2,10,1980
245000,34,52.1923861,20.89998319999995,1,4,7,2002
495000,54,52.133838,21.054707699999994,2,1,4,2001
425000,63.5,52.1730733,21.071630899999946,3,0,8,1978
1050000,98,52.1969578,21.021985099999938,3,2,4,1935
660000,96,52.1510732,21.030600700000036,4,1,3,
360000,46.2,52.2079434,21.038515899999993,3,4,10,1970
616000,82,52.1605184,21.07009519999997,3,1,4,2008
300000,38,52.2122025,21.01564469999994,2,0,10,
449000,69,52.1384017,21.057759000000033,3,3,10,1987
950000,115,52.2279546,21.05620870000007,3,0,1,1990
329900,58,52.260703,21.16324469999995,2,3,3,1998
465000,72,52.1567333,21.04096359999994,4,1,4,1983
205000,27.1,52.1854986,21.06083060000003,1,7,10,1978
445000,61,52.20212129999999,21.0355419,3,2,4,1955
360000,63,52.1607989,21.03863649999994,3,4,8,1980
599000,90.1,52.1777199,21.065757500000018,4,0,4,1989
375000,47,52.1716305,21.031807200000003,2,4,4,1980
340000,38,52.1951098,21.006448500000033,2,1,4,1958
567000,65,52.1744033,21.027618399999938,3,4,8,1992
469000,84,52.1641439,21.029828400000042,4,0,4,1978
377000,57.2,52.1697215,21.02924489999998,3,4,12,
680000,108.2,52.1702883,21.07245420000004,4,0,2,1985
719000,96,52.2003054,20.954966900000045,3,2,3,2000
850000,107,52.1675013,21.013132499999983,4,4,7,2001
520000,75.5,52.1707438,21.027890999999954,3,9,10,1977
560000,81.8,52.2078062,21.02012769999999,3,0,6,1957
292000,38,52.202076,21.03724060000002,1,3,4,1950
893661,92.13,52.2180496,21.01653120000003,3,1,4,1933
585000,78,52.1952088,20.968513799999982,3,5,12,1997
356000,51,52.2185114,21.02141849999998,2,3,6,1956
1098000,114.7,52.255917,20.98700329999997,4,5,7,2000
685000,72.2,52.1902147,21.054406800000038,3,2,6,2001
310000,51,52.1815667,21.051869500000066,2,9,10,
180000,29,52.2966945,21.04635350000001,1,8,10,1976
460000,60.4,52.2291629,21.06195779999996,4,0,3,1968
325000,51,52.1815667,21.051869500000066,2,9,10,1974
840000,97,52.1601231,21.079183300000068,4,3,4,2006
560000,47.5,52.2366276,21.013062399999967,2,2,6,1957
551024,55.13,52.2223167,21.009048399999983,3,1,6,1950
640000,97,52.1550085,21.059885399999985,3,1,1,2001
940000,105,52.1732271,21.050462899999957,3,0,4,2001
359000,55,52.2837251,20.930117399999972,3,3,10,1980
620000,60,52.225707,21.013607699999966,2,4,8,1952
425000,63,52.1614969,21.030417199999988,3,7,7,1980
290000,35.2,52.2004561,20.96901909999997,1,4,11,2001
380000,55.7,52.1922589,21.004393299999947,3,2,3,1959
329000,38.32,52.1991421,21.01374390000001,1,1,4,1960
410000,43,52.228215,20.995634699999982,2,4,5,1911
450000,58,52.20697759999999,21.008588499999973,2,3,4,1938
210000,31,52.1783532,21.01488829999994,1,8,14,1975
340000,44,52.1788931,21.01957429999993,2,14,15,1980
370000,53,52.1946733,21.014877299999966,3,1,3,1950
360000,48,52.2359756,20.999071100000037,3,7,15,1970
355000,48.2,52.2078283,21.045918099999994,2,0,4,1968
474000,71.9,52.1578646,21.035183800000027,4,4,4,1977
270000,33,52.1600846,21.03900939999994,2,4,8,
449000,50,52.2075986,21.04688169999997,3,1,3,1958
425000,72.14,52.140181,21.045789300000024,4,9,9,1988
1200000,108,52.2190322,20.988979200000017,5,2,3,1930
485000,76.8,52.17621579999999,21.064351999999985,3,0,4,1994
220000,20,52.1979951,21.011940900000013,1,0,4,1960
735000,98,52.13785439999999,21.029122899999948,4,5,13,2012
1040000,116.27,52.161505,21.080146499999955,3,3,3,2010
2500,69,52.2312869,21.015742300000056,2,3,4,
239000,36,52.1690146,21.001792300000034,2,2,4,1965
209000,25.71,52.1799281,21.01086179999993,1,10,10,1974
2500,74,52.2683748,20.94365210000001,3,5,7,2006
440000,74,52.1525767,21.025426700000025,4,1,4,
360000,35,52.23005000000001,21.014000099999976,1,6,6,1930
375000,45,52.218198,20.9731405,2,4,4,1956
1410000,78.5,52.240615,21.025487500000054,4,2,6,2011
290000,36,52.23873857954203,20.96205139081576,1,2,4,1970
399000,56.8,52.1834543,21.01592210000001,3,8,10,1979
320000,47.2,52.1510294,21.050895800000035,2,2,12,1980
395000,40,52.2331173,20.991205300000047,1,7,7,1999
450000,83.8,52.15764859999999,21.041769799999997,4,3,4,1981
1390000,110,52.21454749999999,21.019728600000008,4,1,3,2006
699000,97,52.21906509999999,20.986454200000026,5,4,4,1929
799000,101,52.2050746,20.94677630000001,4,1,3,1999
430000,81,52.2394137,20.910036600000012,3,4,4,1998
235000,31,52.1749973,21.019792000000052,1,6,10,1970
553000,61.5,52.2328962,21.01793889999999,4,7,9,1968
365000,47,52.236425,20.99336029999995,2,8,15,1970
355000,45,52.20641879999999,20.969655099999954,2,1,4,1968
564000,55,52.2453608,20.96349239999995,2,8,9,2007